epoch,loss,accuracy,val_loss,val_accuracy
28,0.41176456212997437,0.8012181520462036,0.3919863700866699,0.8497609496116638
29,0.405221551656723,0.8076388835906982,0.3837561309337616,0.8390027284622192
30,0.39650869369506836,0.7997153997421265,0.38477790355682373,0.8176229596138
31,0.39135685563087463,0.8060678243637085,0.36749815940856934,0.843408465385437
32,0.3806420564651489,0.8023110032081604,0.3614432215690613,0.8598360419273376
33,0.3728240430355072,0.8048155903816223,0.3622528910636902,0.8204576373100281
34,0.3668365180492401,0.7993624806404114,0.3533509075641632,0.8633196949958801
35,0.36303696036338806,0.8033811450004578,0.3462112843990326,0.8304303288459778
36,0.3550247550010681,0.8062272071838379,0.3404548168182373,0.8481898903846741
37,0.34683626890182495,0.8036543726921082,0.3298153877258301,0.8438524603843689
38,0.34491533041000366,0.8045879006385803,0.3244597315788269,0.846243143081665
39,0.33678916096687317,0.8097450137138367,0.3196070194244385,0.8404371738433838
40,0.33256274461746216,0.8048042058944702,0.32048049569129944,0.8023906946182251
41,0.3261924982070923,0.8083333373069763,0.3193581700325012,0.8519808650016785
42,0.3197619616985321,0.8069558143615723,0.3087060749530792,0.8663934469223022
43,0.3151227533817291,0.8115778565406799,0.3156086504459381,0.8702868819236755
44,0.31024181842803955,0.8056011199951172,0.30543696880340576,0.8641393184661865
45,0.3069987893104553,0.8113957047462463,0.3006192445755005,0.8482240438461304
46,0.3033497929573059,0.8080145716667175,0.2935342490673065,0.8770492076873779
47,0.29716992378234863,0.8140824437141418,0.288178414106369,0.8770833611488342
48,0.29174694418907166,0.8135473728179932,0.28675413131713867,0.8408470153808594
49,0.28966259956359863,0.8132058382034302,0.2828572392463684,0.8860656023025513
50,0.2882086932659149,0.8103597164154053,0.2772585451602936,0.8621243238449097
51,0.28451675176620483,0.8139116764068604,0.2759231925010681,0.8632172346115112
52,0.2797873914241791,0.8246129155158997,0.2753554582595825,0.8894125819206238
53,0.2739937901496887,0.8232923746109009,0.26329073309898376,0.8910518884658813
54,0.27077025175094604,0.8153460621833801,0.27365946769714355,0.8559426069259644
55,0.2667618989944458,0.8196607232093811,0.2787460684776306,0.876605212688446
56,0.265072762966156,0.8149362206459045,0.25375479459762573,0.8787568211555481
57,0.26002681255340576,0.8230988383293152,0.25903820991516113,0.8881147503852844
58,0.25932076573371887,0.8143442869186401,0.26033416390419006,0.9003756642341614
59,0.2578985393047333,0.8192167282104492,0.27240362763404846,0.8913934230804443
60,0.25085750222206116,0.8156875967979431,0.24650967121124268,0.898872971534729
61,0.24749842286109924,0.8275273442268372,0.2503005564212799,0.9089139103889465
62,0.24376267194747925,0.8198656439781189,0.2564358115196228,0.9044057130813599
63,0.2422870248556137,0.8371584415435791,0.25755202770233154,0.9032787084579468
64,0.24091844260692596,0.8313410878181458,0.2477666288614273,0.9110655784606934
65,0.23652184009552002,0.8288365006446838,0.25434136390686035,0.9022199511528015
66,0.24506568908691406,0.8334243893623352,0.24023720622062683,0.9064549207687378
67,0.23320581018924713,0.8480191230773926,0.25004446506500244,0.909084677696228
68,0.23112595081329346,0.8299635648727417,0.2373020201921463,0.890232264995575
69,0.2324705272912979,0.8346994519233704,0.24026526510715485,0.9008538126945496
70,0.22582212090492249,0.8340619206428528,0.2374226152896881,0.9208333492279053
71,0.22248119115829468,0.8407900929450989,0.23882856965065002,0.9110314249992371
72,0.2211342602968216,0.8396516442298889,0.23749540746212006,0.8931010961532593
73,0.21886587142944336,0.8331397771835327,0.24117590487003326,0.8948429226875305
74,0.21638363599777222,0.8311475515365601,0.233088418841362,0.9077185988426208
75,0.21107995510101318,0.8247039914131165,0.22874262928962708,0.8522882461547852
76,0.21556216478347778,0.8182377219200134,0.22448740899562836,0.8866803050041199
77,0.20958459377288818,0.8432149291038513,0.23590055108070374,0.9148565530776978
78,0.2069624811410904,0.8303278684616089,0.22415900230407715,0.9188524484634399
79,0.2067781239748001,0.8274021148681641,0.22527587413787842,0.8984289765357971
80,0.2082093358039856,0.8287112712860107,0.21614506840705872,0.9164959192276001
81,0.20784145593643188,0.8232468366622925,0.2250867784023285,0.9140710234642029
82,0.20208992063999176,0.82488614320755,0.22856022417545319,0.8859631419181824
83,0.19997164607048035,0.820560097694397,0.2289697378873825,0.911714494228363
84,0.1996966451406479,0.8258652091026306,0.22193923592567444,0.8669740557670593
85,0.1954587996006012,0.8169854283332825,0.2241320163011551,0.889549195766449
86,0.1940460205078125,0.8314093947410583,0.2210446000099182,0.9187158346176147
87,0.19155290722846985,0.8271516561508179,0.22832639515399933,0.8756147623062134
88,0.1910361647605896,0.835006833076477,0.22099372744560242,0.9273906946182251
89,0.18965359032154083,0.8443533778190613,0.22773797810077667,0.9159494638442993
90,0.19053784012794495,0.8159608244895935,0.21708403527736664,0.8835382461547852
91,0.18613258004188538,0.8304417133331299,0.22099539637565613,0.9120218753814697
92,0.18097500503063202,0.8355874419212341,0.2161671668291092,0.914993166923523
93,0.18878617882728577,0.8301912546157837,0.21772515773773193,0.9184084534645081
94,0.18320882320404053,0.8346197605133057,0.21073994040489197,0.9194672107696533
95,0.1811065971851349,0.8414503931999207,0.20929063856601715,0.9137977957725525
96,0.17882782220840454,0.8385359644889832,0.21272188425064087,0.9299863576889038
97,0.17387107014656067,0.8278233408927917,0.21406878530979156,0.935006856918335
98,0.17788580060005188,0.8352117538452148,0.2134135216474533,0.9232581853866577
99,0.17809955775737762,0.8316370844841003,0.20349149405956268,0.9196038246154785
100,0.17269593477249146,0.8185906410217285,0.21268461644649506,0.91977459192276
