epoch,loss,accuracy,val_loss,val_accuracy
1,0.5805463790893555,0.73441481590271,0.5595625638961792,0.7226775884628296
2,0.5611396431922913,0.7814321517944336,0.5419958829879761,0.8211065530776978
3,0.5417275428771973,0.7947632074356079,0.518241286277771,0.8399590253829956
4,0.5243970155715942,0.8063410520553589,0.5007085204124451,0.8682377338409424
5,0.5076621174812317,0.8097108602523804,0.4876536428928375,0.8427595496177673
6,0.4931493401527405,0.8058515191078186,0.46285516023635864,0.8364412784576416
7,0.47954466938972473,0.8121698498725891,0.452387273311615,0.8681011199951172
8,0.4660523235797882,0.8171448111534119,0.4437319338321686,0.8540300726890564
9,0.455771803855896,0.8185109496116638,0.4318433701992035,0.8663251399993896
10,0.4440745413303375,0.8162795901298523,0.4196341335773468,0.8726093173027039
11,0.4331095516681671,0.8194102644920349,0.41113150119781494,0.8685450553894043
12,0.4254266917705536,0.8186817169189453,0.4051940441131592,0.8702868819236755
13,0.4164646863937378,0.8177709579467773,0.39522892236709595,0.8709016442298889
14,0.4072006344795227,0.8131603002548218,0.38654816150665283,0.8752049207687378
15,0.4014400243759155,0.8167805075645447,0.385390043258667,0.8649590015411377
16,0.39363953471183777,0.8217782378196716,0.37047553062438965,0.8537226915359497
17,0.386433482170105,0.8207194805145264,0.36252638697624207,0.8765369057655334
18,0.381633996963501,0.8206397891044617,0.36126407980918884,0.8381147384643555
19,0.37588775157928467,0.8181124925613403,0.35485073924064636,0.8643783926963806
20,0.369617223739624,0.8256375193595886,0.35410481691360474,0.8641051650047302
21,0.36429363489151,0.8188866376876831,0.3429274559020996,0.8528688549995422
22,0.35819903016090393,0.8176343441009521,0.3420465290546417,0.8678961992263794
23,0.3524368405342102,0.8247381448745728,0.34895727038383484,0.8617144823074341
24,0.3500515818595886,0.8205828666687012,0.34016406536102295,0.8774248361587524
25,0.3451690077781677,0.8210496306419373,0.33585724234580994,0.8673155903816223
26,0.34400153160095215,0.825910747051239,0.32904523611068726,0.891017735004425
27,0.3362637758255005,0.8249658346176147,0.3243919610977173,0.8556352257728577
28,0.3328811526298523,0.8233948349952698,0.32661163806915283,0.8689890503883362
29,0.33123669028282166,0.8194444179534912,0.3227810263633728,0.8783469796180725
30,0.32442769408226013,0.8179417252540588,0.31681928038597107,0.87920081615448
31,0.32122015953063965,0.8211520910263062,0.3146754205226898,0.8758196830749512
32,0.31828176975250244,0.8229166865348816,0.31399545073509216,0.8876366019248962
33,0.31439319252967834,0.8315232396125793,0.30636337399482727,0.8834699392318726
