epoch,loss,accuracy,val_loss,val_accuracy
1,0.5888606905937195,0.7267417907714844,0.5708785653114319,0.7996243238449097
2,0.5709482431411743,0.7137295007705688,0.5596513748168945,0.7198087573051453
3,0.563643753528595,0.723975419998169,0.5500504970550537,0.8087431788444519
4,0.5528560876846313,0.754314661026001,0.5416795611381531,0.834084689617157
5,0.5450489521026611,0.7763888835906982,0.5337755084037781,0.8403005599975586
6,0.5375921130180359,0.7903005480766296,0.5303145051002502,0.7920765280723572
7,0.5304980874061584,0.7929189205169678,0.5165563821792603,0.8455259799957275
8,0.5219538807868958,0.7971197366714478,0.5052580237388611,0.8483606576919556
9,0.513723611831665,0.8055214285850525,0.5046578645706177,0.8315915465354919
10,0.5041589140892029,0.8022996187210083,0.4892043471336365,0.8230191469192505
11,0.49532994627952576,0.8100523948669434,0.4760094881057739,0.8308060169219971
12,0.48387250304222107,0.8137864470481873,0.46761414408683777,0.8446379899978638
13,0.473684698343277,0.8085154891014099,0.44985419511795044,0.8552253842353821
14,0.46362388134002686,0.8072973489761353,0.4370388388633728,0.8281420469284058
15,0.45146644115448,0.8044512867927551,0.42668870091438293,0.8341188430786133
16,0.43978944420814514,0.8032103776931763,0.41290169954299927,0.8516393303871155
17,0.42868146300315857,0.8012978434562683,0.40319114923477173,0.8324795365333557
18,0.41829320788383484,0.808982253074646,0.39418739080429077,0.8613046407699585
19,0.4049215316772461,0.8068761229515076,0.3765800893306732,0.8381830453872681
20,0.3951686918735504,0.8063638210296631,0.3830468952655792,0.8299180269241333
21,0.3858832120895386,0.8072859644889832,0.3758060932159424,0.8497609496116638
22,0.3760608434677124,0.8083902597427368,0.35543787479400635,0.859870195388794
23,0.36572930216789246,0.809323787689209,0.33909568190574646,0.8501707911491394
24,0.35645928978919983,0.8113729357719421,0.3332088589668274,0.8548497557640076
25,0.3493315577507019,0.8100979328155518,0.33016377687454224,0.8087090253829956
26,0.3405887484550476,0.8032445311546326,0.33220037817955017,0.8738046288490295
27,0.3328670561313629,0.8011156916618347,0.30752262473106384,0.8663251399993896
28,0.3263024687767029,0.8112249374389648,0.3187197148799896,0.8552253842353821
